epoch,train_loss,valid_loss,valid_auc
0,0.26609772599878767,0.3934410563557796,0.6387024286800596
1,0.33135492077895573,0.26154687577690855,0.6009815931660417
2,0.4505897895211265,0.8174392036769701,0.6374674692457173
3,0.5727931736480623,0.12418264161754886,0.6713792980609603
